id,name,good,brand
28707,"пиво Шпатен Мюнхен 5,2% 0,5л",пиво,spaten
28708,1 2157558758087 Светильник/Came/Came,светильник,came-tv
28709,"Шланг для газ. приб. 1/2""в/н 3,00 м.(26315)(шт)",шланг,
28710,Колбаса БРАУНШВЕЙГСКАЯ ЧЕРКИЗОВСКАЯ с/к в/у 1 кг Черкизово,колбаса,черкизово
28711,"Гель для душа Фа Мен Ритмы Бразилии - Тайна Амазонии, 250мл",гель,fa
28712,-Плакат ФДА А2 Строение Солнечной системы р2-380,плакат,фда
28713,Набор для пайки № 1 / Эконом,набор для пайки,
28714,Моцарелла в хруст. кор*,моцарелла,
28715,СИГ. НЕКСТ (МРЦ 137 РУБ.),сигареты,next
28716,Конт.линза 1Day Acuvue Tru Eye 8.5-4Y,контактная линза,acuvue
28717,Носки Ангора р-р16,носки,ангора
28718,РОГ НА ПОДСТАВКЕ 300МЛ ОЛОВО,рог,
28719,Халва подсолнечная 350гр 657 Азов,халва,азов
28720,"Весна Крем для лица ""Морковный"" 40мл омолажив./48/2316 шт",крем,весна
28721,"Молоко  2,5% 0,93л Вологда БЕЗ ЗМЖ",молоко,вологда
28722,"Блесна колебл. DAIWA ""Chinook"" S 10g  G/R",блесна,daiwa
28723,1) Рамка номерного знака GEELY,рамка,geely
28724,Ремонт АМТС по з-н № 643029,,
28725,4 2456560418089 Игр центр /FISH/FNK6,игровой центр,fisher price
28726,717 Нить 40/2 DOR TAK,нить,dor tak
28727,"1.233450  Кран шаровой д/ПНД труб 25*3/4П   ДЖИЛЕКС 1шт                   224,00* 1,000= 224,00 р./арт.9365 (Т.10/250)",кран,джилекс
28728,"АКТОФЛОР-С 2МЛ. №30 КАПЛИ ТЮБ./КАП. (160620, 01.07.2024)",капли,актофлор
28729,няной   NNL-100   100% льнянaя целлюлoза белый Aртикул 69889598794,,
28730,"Состав 2-в-1 BIOTEKS тик (0,8л)",,bioteks
28731,энергет.нап.Флэш АП Макс 1л,напиток,flash up
28732,"Хлеб ""Крестьянский"" нарезка 0,300гр Русский хлеб г.Березовский",хлеб,русский хлеб
28733,Пиво Шихан живое 1.5л.,пиво,шихан
28734,Чай Вербена,чай,
28735,Сыр копченый КОСА 110г КМЗ,сыр,кмз
28736,Колодка для ламп W5W T10 КЛД008,колодка,
28737,"Вода ""Аква Минерале"" 1л негаз(шт.)",вода,aqua minerale
28738,4.281  Нож с выдвижным сегментным лезвием 18мм красн ппласт руч 888 1шт,нож,888
28739,Микрозелень руккола в горшочке 110 гр,руккола,
28740,Леденцы  Холс 25г,леденцы,halls
28741,Иглы д/шитья 5шт 50220-02 №70-100,иглы,
28742,364688 Джемпер жен. АМТ-4-317/09 / 42,джемпер,
28743,2098035800281       Внеш.61 Кларанс Голо,,clarins
28744,5/30 Formula F FORD   1л. синт. API SM/CF Масло моторное /кор.12,масло,ford
28745,DOMESTOS Блок для очищения унитаза Power 5 свежесть лайма 55гр,блок для очищения унитаза,domestos
28746,2 ТЕНА Леди слим мини прокладки уролог.,прокладки,tena
28747,"015561229302 PT-2930 Грот Reptile Cave, мини /1шт ",грот,
28748,Смесь Ризотто с морепродуктами Витамин 400г,ризотто,vitamin
28749,Сигареты Л&М Ред Лэйбл 145руб.,сигареты,l&m
28750,4650099502754       Greenini Гель д/умыв,гель,greenini
28751,[Кред] VAVOOM EXTRA-FULL FREEZING SPRAY Лак-спрей экстра-сильной фиксации  500 мл шт,лак,
28752,Уголок мебельный 30*30(28*28) оц/б/покр,уголок,
28753,3. ти_мыло жид.ультразащ.с антибак.эффект.500мл_3в1,мыло,
28754,"2000004464882 Хомут нерж., винт 110-130     20/500",хомут,
28755,"Пpоч eе   Блeстки дekора тив ные ""иpис"" №23 Apтиkул 9648270312",блестки,
28756,Лента светодиодная гибкая 60 LED 5м IP20 холодный белый (блистер) GAUSS,лента,gauss
28757,ПОДАРОК Трусики женские гигиенические (1 ШТУКА) L,трусики,трусики
28758,Тройник полипропиленовый переходной VALFEX (32 х 20 х 32),тройник,valfex
28759,Royal Canin kitten пауч соус,,royal canin
28760,Кофе Жокей Итальано арабика молотый 250 г,кофе,жокей
28761,Набор с электронным молокоотсосом для поддержки грудного вскармливания Philips Avent Ultra Comfort SCF332/35,молокоотсос,philips
28762,21221   Отвертка усил.PH3x150мм. ВАРЯГ шт,отвертка,варяг
28763,Шоколад OZERA  CARAMEL белый 26% Milk 90гр (шт),шоколад,o'zera
28764,1/1 целебный источник мин вода 4 стекло 0.5,вода,целебный источник
28765,Кофта (дет) 349,кофта,
28766,Швабра микрофибра стал телескоп ручка 120 см TB-009B К,швабра,
28767,Сухари панировочные Роспланта 200г,сухари,роспланта
28768,924187 Daily Набор для всех типов волос (Шампунь 300 мл,шампунь,daily
28769,"Кисть плоская ""Стандарт"" 2"" (50мм), натуральная щетина деревянная ручка// MATRIX шт",кисть,
28770,салат колбаски с зернистой горчицей - ОБЕД 259,,
28771,Ошейник Mr. Kiss репелентный от клещей и блох белый 38см Россия,ошейник,ms.kiss
28772,Семя льна 500 гр.,семя,
28773,8. Витапрост 20мг тбл N20,таблетки,витапрост
28774,Шуруп 6*80 с ш/гр.гол.(4),шуруп,
28775,1/1 Памперс  подгузники  care newborn премиум (2-5 кг) №20,подгузники,pampers
28776,"Бальзам для губ №2 (ваниль и малина, оттеночный) Laboratorium",бальзам,laboratorium
28777,Домовой Прошка пластины от комаров Био Family,пластины,домовой прошка
28778,4690471044441 Haus Frau салф. из микрофибры повышенной впитываемости для ванной 1ШТ,салфетки,haus frau
28779,Сливки СМ Домик в деревне 20% 475мл дл/хр т/п,сливки,домик в деревне
28780,Печ Чоко бой 100гр,печенье,choco boy
28781,"Фиточай ""Сила российских трав"" №24 (при заболеваниях печени) ф/п 1,5г пачка N20 Витачай(Россия)",фиточай,сила российских трав
28782,Скотч упаковочный прозрачный 48мм/100м,скотч,
28783,39211 БЕЛЬЕ ЖЕНСКОЕ,белье,
28784,Комплект для ремонта штуцера,комплект для ремонта штуцера,
28785,КИСЕЛЬ ИЗ СВЕЖ СМОРОДИНЫ,кисель,
28786,4) ZK082-GLD-ONE СЕРЬГИ,серьги,
28787,Пелигрин П4 прокладки послеродовые анатом-ие №10,прокладки,пелигрин
28788,"Чайник заварочный ""Mallony"" 500 мл",чайник,mallony
28789,Фундук жар. кг,фундук,
28790,"91218 Обои Marburg (Hamburg City Style) (1*6) 10,05x1,06 винил на флизелине (20) рул",обои,marburg
28791,КОНТРАКТУБЕКС 20Г. ГЕЛЬ,гель,контрактубекс
28792,4680038357138                           НАТ.СИБ.ФЛ.Д/Ч.К.ГЛ.,флюид,natura siberica
28793,Кириешки Maxi кур.крыл. Баффало 60г,,кириешки
28794,6) YX063-99X-XS ТОЛСТОВКА ЖЕНСКАЯ,толстовка,
28795,1 2157262004234 КУРТКА/BENE/2CU9,куртка,benetton
28796,"""Rico Leo"" плинтус 112 Ясень серый",плинтус,rico
28797,Из баранины мякоть шашлык,шашлык,
28798,Клей карандаш 8 гр.,клей,
28799,Фруктовый батончик Фрутилад Вишня в шоколаде 40г,батончик,фрутилад
28800,Крем чистящий CIF 500мл Розовая свежесть,крем,cif
28801,26 2456607453882 ЗУБ ЩЕТКА /SMIL/823M,щетка,smile
28802,3.88928 Пакет Канц.Мир 380*500,пакет,канцелярский мир
28803,Болт М6х20 передней крышки двигателя 2101,болт,
28804,"Лапша б/п ""Нонгшим"" Вегги Рамен (м/у) 112 гр.",лапша,nongshim
28805,Кран угловой . 1/2*3/4 SMS,кран,
28806,Лонг Айленд Айс Ти 300  мл,лонг-айленд,
28807,Мороженое Коровка из Кореновки пломбир Крем брюле в вафельном стаканчике БЗМЖ 10,мороженое,коровка из кореновки
28808,жидкое мыло Весна Детское 280г С маслом оливы,мыло,весна
28809,ЗС пломбир большой рожок 100гр.,пломбир,золотой стандарт
28810,Шина 0 в корпусе 2х7 PROxima EKF шт.,шина,proxima
28811,Защелка капота УАЗ-452 (резиновая) шт,защелка,уаз
28812,Сок 300мл в ассорт.:Томатный,сок,
28813,3 2456565467914 Джинсы муж/Tom /1009,джинсы,tom tailor
28814,"""УМКА"". МОИ ПЕРВЫЕ СКАЗКИ (СЕРИЯ: ДЕТСКАЯ БИБЛИОТЕКА) ТВЕРДЫЙ ПЕРЕПЛЕТ. БУМАГА ОФСЕТНАЯ в кор.30шт",,умка
28815,ВИНО ФРУКТОВОЕ ПЛОДОВОЕ ЛЕПЕСТКИ САКУРЫ СЛИВА  ПОЛУCЛАДКОЕ 10%-13% 1л ПЭТ,вино,
28816,PRO PLAN д/С (Взросл. Средних пород) Ягненок&Рис (Чув. Кожа) 14кгх1,,pro plan
28817,Салф. микр. СТЕКЛО АККУРАТЪ 30*30см,салфетка,аккуратъ
28818,"Кольцо С.СК. б/у  (Золото 583 2670x3,40/3,00)",кольцо,
28819,"Граммидин,спрей дозир.0.06мг+0,1мг/доза ,фл 112 доз",спрей,граммидин
28820,"Соус Кетчуп Mr.Ricco к курице карри 0,350",кетчуп,mr. ricco
28821,"Школадная паста ""Miky Way"" 200 г",паста,milky way
28822,"Бэби Формула Мишки спокойствие пастилки жеват 2,5 г уп. 30 Эвала",,эвалар
28823,Ручка шар Хатбер 58655 Balance,ручка,hatber
28824,Набор шпателей пластик 50-80-100-120мм 06752 Япончик FIT,шпатели,fit
28825,Мастопексия (1 кат),,
28826,"КЛЕЙ-КАРАНДАШ 20Г OCEAN АССОРТИ:ПРОЗ СИН, ГОЛ,ФИОЛ,РОЗ 16208",клей,ocean
